timestamp;stid;e10
08.06.2014 09:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 10:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 11:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 12:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 13:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 14:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 15:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 16:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 17:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 18:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 19:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 20:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 21:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 22:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
08.06.2014 23:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
09.06.2014 00:00;105307c4-8562-45e4-9cc2-a04ef4a19400;152
09.06.2014 01:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 02:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 03:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 04:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 05:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 06:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 07:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 08:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 09:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 10:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 11:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 12:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 13:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 14:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
09.06.2014 15:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 16:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 17:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 18:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 19:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 20:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 21:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 22:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
09.06.2014 23:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
10.06.2014 00:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
10.06.2014 01:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
10.06.2014 02:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
10.06.2014 03:00;105307c4-8562-45e4-9cc2-a04ef4a19400;163
10.06.2014 04:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
10.06.2014 05:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
10.06.2014 06:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
10.06.2014 07:00;105307c4-8562-45e4-9cc2-a04ef4a19400;157
10.06.2014 08:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 09:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 10:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 11:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 12:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 13:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 14:00;105307c4-8562-45e4-9cc2-a04ef4a19400;155
10.06.2014 15:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 16:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 17:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 18:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 19:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 20:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 21:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 22:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
10.06.2014 23:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 00:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 01:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 02:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 03:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 04:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 05:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 06:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 07:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 08:00;105307c4-8562-45e4-9cc2-a04ef4a19400;160
11.06.2014 09:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 10:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 11:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 12:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 13:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 14:00;105307c4-8562-45e4-9cc2-a04ef4a19400;158
11.06.2014 15:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 16:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 17:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 18:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 19:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 20:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
11.06.2014 21:00;105307c4-8562-45e4-9cc2-a04ef4a19400;164
